timestamp -> D4,D7Π,D17,D12Π,D13,D11Π,D20,D22Π,D23,D19Π,D21,D18Π,D14,D15Π,D10,D16Π,Class
19:11:16.731 -> 1883,2069,3443,4095,4095,4095,4095,4095,1134,4095,3456,4095,4095,4095,2639,4095,0
19:11:16.731 -> 1789,2013,2613,4095,4095,4095,4095,4095,925,4095,2864,3522,4095,4095,2208,4095,0
19:11:16.731 -> 1520,1843,2539,4095,4095,4095,3383,4095,784,4095,400,0,188,4095,0,4002,0
19:11:16.731 -> 423,202,1,2624,1224,707,29,1934,1382,4095,595,832,231,4095,471,3920,0
19:11:16.731 -> 589,1671,1483,4095,4095,4095,4095,4095,3371,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 2951,3297,4095,4095,4095,4095,4095,4095,2530,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 2687,3266,4095,4095,4095,4095,4095,4095,2485,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 2679,3210,4095,4095,4095,4095,4095,4095,2127,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 2783,2556,4095,4095,4095,4095,4095,4095,1815,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 2285,2173,3893,4095,4095,4095,4095,4095,1468,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.777 -> 1863,2053,3215,4095,4095,4095,4095,4095,1053,4095,3619,4095,4095,4095,2509,4095,0
19:11:16.825 -> 1759,2001,2703,4095,4095,4095,4095,4095,976,4095,2456,3440,4095,4095,2064,4095,0
19:11:16.825 -> 1200,1641,2384,4095,4095,4095,0,2206,577,4095,921,674,400,4095,15,4061,0
19:11:16.825 -> 186,187,824,3199,1023,465,1344,2259,28,4095,1206,0,155,4095,550,4095,0
19:11:16.825 -> 583,2529,4095,4095,4095,4095,4095,4095,3163,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.825 -> 2608,3293,4095,4095,4095,4095,4095,4095,2509,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.825 -> 2709,3258,4095,4095,4095,4095,4095,4095,2592,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.825 -> 2663,3194,4095,4095,4095,4095,4095,4095,2082,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.873 -> 2429,2459,4095,4095,4095,4095,4095,4095,1583,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.873 -> 2266,2162,4095,4095,4095,4095,4095,4095,1159,4095,3861,4095,4095,4095,2792,4095,0
19:11:16.873 -> 1878,2058,3216,4095,4095,4095,4095,4095,995,4095,3130,4095,4095,4095,2384,4095,0
19:11:16.873 -> 1761,1980,2887,4095,4095,4095,4011,4095,941,4095,2279,3564,2531,4095,0,4095,0
19:11:16.873 -> 481,84,672,1563,1,177,614,1985,443,4095,0,0,169,4095,0,3920,0
19:11:16.873 -> 648,1669,407,4095,2849,3461,1397,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.873 -> 2765,2651,4095,4095,4095,4095,4095,4095,2576,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.921 -> 2654,3278,4095,4095,4095,4095,4095,4095,2496,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.921 -> 2746,3257,4095,4095,4095,4095,4095,4095,2521,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.921 -> 2750,2624,4095,4095,4095,4095,4095,4095,1803,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.921 -> 2549,874,4095,4095,4095,4095,4095,4095,1279,4095,4095,4095,4095,4095,3071,4095,0
19:11:16.921 -> 2065,2039,3455,4095,4095,4095,4095,4095,1051,4095,3635,4095,4095,4095,2530,4095,0
19:11:16.921 -> 1877,1929,3044,4095,4095,4095,4095,4095,1027,4095,2736,3345,4095,4095,999,4095,0
19:11:16.921 -> 1675,1956,2217,3415,1560,1076,57,2259,0,4095,0,975,639,4095,400,4095,0
19:11:16.969 -> 542,96,1510,3980,2029,935,358,3444,305,4095,1481,645,3061,4095,569,4095,0
19:11:16.969 -> 2630,2473,4095,4095,4095,4095,4095,4095,3056,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.969 -> 2639,3318,4095,4095,4095,4095,4095,4095,2542,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.969 -> 2662,3246,4095,4095,4095,4095,4095,4095,2480,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.969 -> 2673,3170,4095,4095,4095,4095,4095,4095,2100,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.969 -> 2334,2225,4095,4095,4095,4095,4095,4095,1622,4095,4095,4095,4095,4095,4095,4095,0
19:11:16.969 -> 2189,2134,4016,4095,4095,4095,4095,4095,1193,4095,4095,4095,4095,4095,2768,4095,0
19:11:17.015 -> 1805,2031,3366,4095,4095,4095,4095,4095,1072,4095,3335,3929,4095,4095,2449,4095,0
19:11:17.015 -> 1649,1971,2785,4095,4095,4095,4095,4095,967,4095,2771,2128,388,4095,0,3940,0
19:11:17.015 -> 274,49,1614,2332,1606,1244,0,2063,28,4095,56,0,291,4095,0,3445,0
19:11:17.015 -> 331,2499,4095,4095,4095,4095,4095,4095,3216,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.015 -> 2605,2775,4095,4095,4095,4095,4095,4095,2576,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.015 -> 2655,3236,4095,4095,4095,4095,4095,4095,2525,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.063 -> 2659,3179,4095,4095,4095,4095,4095,4095,2295,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.063 -> 2650,2486,4095,4095,4095,4095,4095,4095,1968,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.063 -> 2222,2146,4095,4095,4095,4095,4095,4095,1342,4095,4095,4095,4095,4095,3362,4095,0
19:11:17.255 -> 2768,3367,4095,4095,4095,4095,4095,4095,2426,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.255 -> 2833,3329,4095,4095,4095,4095,4095,4095,2151,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.255 -> 2358,2242,4095,4095,4095,4095,4095,4095,1610,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.255 -> 1919,2155,3791,4095,4095,4095,4095,4095,1136,4095,3776,4095,4095,4095,2909,4095,0
19:11:17.255 -> 1814,2091,2976,4095,4095,4095,4095,4095,1036,4095,3013,3699,4095,4095,2576,4095,0
19:11:17.255 -> 1663,2000,2945,4095,4095,4095,3632,4095,608,4095,576,803,375,4095,203,4095,0
19:11:17.255 -> 232,258,1463,2735,0,856,1116,2334,286,4095,0,493,694,4095,140,4095,0
19:11:17.255 -> 687,1935,1845,4095,4095,4095,4095,4095,3439,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 2683,3442,4095,4095,4095,4095,4095,4095,2448,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 2787,3386,4095,4095,4095,4095,4095,4095,2486,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 2768,3381,4095,4095,4095,4095,4095,4095,2398,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 2821,2677,4095,4095,4095,4095,4095,4095,1847,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 2279,2228,4095,4095,4095,4095,4095,4095,1423,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.303 -> 1859,2113,3414,4095,4095,4095,4095,4095,1104,4095,3500,4095,4095,4095,2877,4095,0
19:11:17.351 -> 1794,2066,2880,4095,4095,4095,4095,4095,1088,4095,2909,3646,4095,4095,1343,4095,0
19:11:17.351 -> 1360,1776,2497,4095,4095,4095,3484,2005,63,4095,0,972,487,4095,0,4095,0
19:11:17.351 -> 159,371,17,1841,153,1271,0,1988,995,4095,1143,0,256,4095,8,4095,0
19:11:17.351 -> 400,2120,2170,4095,4095,4095,4095,4095,3408,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.351 -> 2742,3460,4095,4095,4095,4095,4095,4095,2457,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.351 -> 2768,3391,4095,4095,4095,4095,4095,4095,2436,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.351 -> 2768,3375,4095,4095,4095,4095,4095,4095,2368,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.399 -> 2761,2653,4095,4095,4095,4095,4095,4095,1740,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.399 -> 2305,2223,3735,4095,4095,4095,4095,4095,1428,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.399 -> 1888,2113,3542,4095,4095,4095,4095,4095,1070,4095,3460,4095,4095,4095,2751,4095,0
19:11:17.399 -> 1797,2082,2923,4095,4095,4095,4095,4095,1019,4095,2833,3280,4095,4095,1579,4095,0
19:11:17.399 -> 1488,1729,2529,2256,0,879,673,2079,0,4095,551,0,687,4095,0,4095,0
19:11:17.399 -> 515,279,1606,2919,379,387,0,1945,448,4095,804,0,677,4095,4095,4095,0
19:11:17.399 -> 2828,2673,4095,4095,4095,4095,4095,4095,3010,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.399 -> 2814,3395,4095,4095,4095,4095,4095,4095,2445,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.447 -> 2754,3393,4095,4095,4095,4095,4095,4095,2383,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.447 -> 2755,3375,4095,4095,4095,4095,4095,4095,2414,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.447 -> 2901,2759,4095,4095,4095,4095,4095,4095,1810,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.447 -> 2303,2229,4095,4095,4095,4095,4095,4095,1439,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.447 -> 1960,2127,3616,4095,4095,4095,4095,4095,1123,4095,3440,4095,4095,4095,2837,4095,0
19:11:17.447 -> 1941,2085,3047,4095,4095,4095,4095,4095,947,4095,3299,3418,4095,4095,1895,4095,0
19:11:17.495 -> 1552,1999,2688,4095,4095,4095,3268,4095,1079,4095,976,24,238,4095,176,4095,0
19:11:17.495 -> 252,223,1271,3014,904,1774,1358,2028,0,4095,17,1161,463,4095,356,4095,0
19:11:17.495 -> 2957,2511,4095,4095,4095,4095,4095,4095,3179,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.495 -> 2736,3437,4095,4095,4095,4095,4095,4095,2419,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.495 -> 2789,3395,4095,4095,4095,4095,4095,4095,2437,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.495 -> 2830,3380,4095,4095,4095,4095,4095,4095,2306,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.495 -> 2746,2592,4095,4095,4095,4095,4095,4095,1692,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.543 -> 2273,2224,3993,4095,4095,4095,4095,4095,1470,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.543 -> 1872,2108,3346,4095,4095,4095,4095,4095,1082,4095,3568,4095,4095,4095,2752,4095,0
19:11:17.543 -> 1798,2041,2864,4095,4095,4095,4095,4095,1019,4095,2848,4095,4095,4095,1263,4095,0
19:11:17.543 -> 1143,1613,1999,2416,1692,225,0,2297,76,4095,720,1028,306,4095,0,4095,0
19:11:17.543 -> 483,326,529,2353,1816,1928,1420,1937,18,4095,339,1344,2130,4095,0,4095,0
19:11:17.543 -> 3007,2574,4095,4095,4095,4095,4095,4095,3215,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.543 -> 2723,3442,4095,4095,4095,4095,4095,4095,2482,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.591 -> 2798,3386,4095,4095,4095,4095,4095,4095,2430,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.591 -> 2791,3383,4095,4095,4095,4095,4095,4095,2276,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.591 -> 2798,2692,4095,4095,4095,4095,4095,4095,1688,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.591 -> 2275,2223,3886,4095,4095,4095,4095,4095,1381,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.591 -> 1873,2112,3334,4095,4095,4095,4095,4095,1104,4095,3634,4095,4095,4095,2689,4095,0
19:11:17.591 -> 1759,2047,2920,4095,4095,4095,4095,4095,956,4095,2769,3057,4095,4095,0,4095,0
19:11:17.591 -> 465,311,609,2790,2031,1550,56,2176,839,4095,57,0,233,4095,455,4095,0
19:11:17.639 -> 302,1954,2522,4095,4095,2858,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 3041,3455,4095,4095,4095,4095,4095,4095,2480,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 2835,3394,4095,4095,4095,4095,4095,4095,2467,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 2832,3375,4095,4095,4095,4095,4095,4095,2376,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 2880,2849,4095,4095,4095,4095,4095,4095,1927,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 2335,2237,4095,4095,4095,4095,4095,4095,1488,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.639 -> 1867,2123,3504,4095,4095,4095,4095,4095,1140,4095,3466,4095,4095,4095,2826,4095,0
19:11:17.687 -> 1886,2102,2992,4095,4095,4095,4095,4095,983,4095,3067,3853,4095,4095,1863,4095,0
19:11:17.687 -> 1344,1813,2288,4095,4095,4095,3645,4095,384,4095,0,759,336,4095,0,4095,0
19:11:17.687 -> 363,291,433,2083,2086,275,328,1961,0,4095,0,163,515,4095,446,4095,0
19:11:17.687 -> 402,2174,2634,4095,4095,4095,4095,4095,3474,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.687 -> 2762,3462,4095,4095,4095,4095,4095,4095,2450,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.687 -> 2790,3401,4095,4095,4095,4095,4095,4095,2416,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.687 -> 2759,3387,4095,4095,4095,4095,4095,4095,2342,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.735 -> 2823,2736,4095,4095,4095,4095,4095,4095,1723,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.735 -> 2343,2230,4095,4095,4095,4095,4095,4095,1447,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.735 -> 1887,2118,3799,4095,4095,4095,4095,4095,1102,4095,3440,4095,4095,4095,2783,4095,0
19:11:17.735 -> 1893,2101,3063,4095,4095,4095,4095,4095,999,4095,2939,3522,4095,4095,1859,4095,0
19:11:17.735 -> 1507,1888,2521,2321,224,222,4,1990,483,4095,0,1012,268,4095,54,4095,0
19:11:17.735 -> 289,319,307,3228,2244,1960,27,1977,812,4095,0,1261,2822,4095,0,4095,0
19:11:17.735 -> 3037,2577,4095,4095,4095,4095,4095,4095,3238,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 2693,3445,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 2812,3391,4095,4095,4095,4095,4095,4095,2409,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 2739,3383,4095,4095,4095,4095,4095,4095,2045,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 2771,2544,4095,4095,4095,4095,4095,4095,1712,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 2238,2208,3790,4095,4095,4095,4095,4095,1634,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.783 -> 1870,2139,3589,4095,4095,4095,4095,4095,1101,4095,3237,4095,4095,4095,2749,4095,0
19:11:17.783 -> 1787,2064,2894,4095,4095,4095,4095,4095,1027,4095,2928,3313,4095,4095,0,4095,0
19:11:17.829 -> 204,330,476,2722,1,409,89,2011,0,4095,801,0,503,4095,283,4095,0
19:11:17.829 -> 688,2099,1182,4095,2128,1871,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.829 -> 2963,3491,4095,4095,4095,4095,4095,4095,2477,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.829 -> 2815,3399,4095,4095,4095,4095,4095,4095,2347,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.829 -> 2797,3399,4095,4095,4095,4095,4095,4095,2384,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.829 -> 2848,2775,4095,4095,4095,4095,4095,4095,1989,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.877 -> 2331,2247,4095,4095,4095,4095,4095,4095,1622,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.877 -> 1904,2133,3728,4095,4095,4095,4095,4095,1133,4095,4095,4095,4095,4095,2894,4095,0
19:11:17.877 -> 1823,2090,3213,4095,4095,4095,4095,4095,1009,4095,3281,3648,4095,4095,2291,4095,0
19:11:17.877 -> 1344,1735,2423,4095,4095,4095,3496,4095,1283,4095,595,942,288,4095,291,4095,0
19:11:17.877 -> 349,407,191,1987,575,1654,1644,2355,0,4095,1046,23,267,4095,60,4095,0
19:11:17.877 -> 357,1871,2506,4095,4095,4095,4095,4095,3430,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.877 -> 2746,3477,4095,4095,4095,4095,4095,4095,2503,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.877 -> 2764,3404,4095,4095,4095,4095,4095,4095,2426,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.925 -> 2807,3394,4095,4095,4095,4095,4095,4095,2410,4095,4095,4095,4095,4095,4095,4095,0
19:11:17.925 -> 2814,2694,4095,4095,4095,4095,4095,4095,1945,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.116 -> 1654,2022,2600,4095,4095,4095,3933,4095,640,4095,2480,501,438,4095,336,4095,0
19:11:18.116 -> 355,343,687,1793,477,952,201,2303,1191,4095,172,1096,241,4095,483,4095,0
19:11:18.116 -> 592,767,2410,4095,2785,2101,2454,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.116 -> 2899,3487,4095,4095,4095,4095,4095,4095,2470,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.116 -> 2789,3387,4095,4095,4095,4095,4095,4095,2532,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.116 -> 2725,3376,4095,4095,4095,4095,4095,4095,2427,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.116 -> 2913,2656,4095,4095,4095,4095,4095,4095,1738,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.162 -> 2359,2255,4095,4095,4095,4095,4095,4095,1573,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.162 -> 1959,2164,3727,4095,4095,4095,4095,4095,1138,4095,3746,4095,4095,4095,2996,4095,0
19:11:18.162 -> 1859,2087,2983,4095,4095,4095,4095,4095,1057,4095,3030,3714,4095,4095,2551,4095,0
19:11:18.162 -> 1591,1878,2648,4095,4095,4095,3287,4095,471,4095,5,64,280,4095,7,4095,0
19:11:18.162 -> 182,315,728,2348,1100,498,1160,2176,1063,4095,887,461,368,4095,435,4095,0
19:11:18.162 -> 579,2083,573,4095,4095,4095,4095,4095,3328,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.162 -> 2688,3474,4095,4095,4095,4095,4095,4095,2399,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.209 -> 2786,3391,4095,4095,4095,4095,4095,4095,2497,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.209 -> 2822,3378,4095,4095,4095,4095,4095,4095,2365,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.209 -> 2834,2714,4095,4095,4095,4095,4095,4095,1939,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.209 -> 2325,2231,4095,4095,4095,4095,4095,4095,1360,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.209 -> 1886,2123,3619,4095,4095,4095,4095,4095,1088,4095,3831,4095,4095,4095,2814,4095,0
19:11:18.209 -> 1824,2071,2958,4095,4095,4095,4095,4095,995,4095,2892,4095,4095,4095,1811,4095,0
19:11:18.209 -> 1489,1983,2523,2384,1144,846,0,2032,0,4095,0,812,627,4095,76,4095,0
19:11:18.257 -> 323,257,112,4095,1920,1030,1380,2131,0,4095,0,1264,449,4095,4095,4095,0
19:11:18.257 -> 2856,2683,4095,4095,4095,4095,4095,4095,2931,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.257 -> 2802,3406,4095,4095,4095,4095,4095,4095,2446,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.257 -> 2794,3372,4095,4095,4095,4095,4095,4095,2448,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.257 -> 2755,3377,4095,4095,4095,4095,4095,4095,2455,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.257 -> 2896,2681,4095,4095,4095,4095,4095,4095,1703,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.257 -> 2310,2225,4095,4095,4095,4095,4095,4095,1419,4095,4095,4095,4095,4095,3119,4095,0
19:11:18.305 -> 1876,2139,3498,4095,4095,4095,4095,4095,1161,4095,3418,4095,4095,4095,2830,4095,0
19:11:18.305 -> 1795,2059,3044,4095,4095,4095,4095,4095,944,4095,3121,3603,4095,4095,2374,4095,0
19:11:18.305 -> 1299,1755,2062,2704,727,1399,764,2209,0,4095,0,328,707,4095,0,4095,0
19:11:18.305 -> 260,199,1678,2611,665,1916,868,2369,196,4095,1245,1823,2411,4095,3,4095,0
19:11:18.305 -> 3052,2576,4095,4095,4095,4095,4095,4095,3241,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.305 -> 2714,3438,4095,4095,4095,4095,4095,4095,2425,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.305 -> 2811,3375,4095,4095,4095,4095,4095,4095,2433,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.353 -> 2752,3386,4095,4095,4095,4095,4095,4095,2320,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.353 -> 2865,2699,4095,4095,4095,4095,4095,4095,1702,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.353 -> 2530,1954,4095,4095,4095,4095,4095,4095,1333,4095,4095,4095,4095,4095,3011,4095,0
19:11:18.353 -> 2144,685,3371,4095,4095,4095,4095,4095,1054,4095,3099,3920,4095,4095,2627,4095,0
19:11:18.353 -> 1946,535,2831,4095,4095,4095,4095,4095,1155,4095,2963,3148,487,4095,0,4095,0
19:11:18.353 -> 443,293,476,1884,1420,697,758,2083,92,4095,89,219,251,4095,192,4095,0
19:11:18.353 -> 659,1853,1856,4095,4095,4095,4095,4095,3393,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.399 -> 2731,3134,4095,4095,4095,4095,4095,4095,2441,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.399 -> 3297,1053,4095,4095,4095,4095,4095,4095,2395,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.399 -> 3321,1050,4095,4095,4095,4095,4095,4095,2187,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.399 -> 2818,2339,4095,4095,4095,4095,4095,4095,1626,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.399 -> 2413,2066,4095,4095,4095,4095,4095,4095,1239,4095,4031,4095,4095,4095,2961,4095,0
19:11:18.399 -> 2102,673,2980,4095,4095,4095,4095,4095,1039,4095,2928,3835,4095,4095,2077,4095,0
19:11:18.447 -> 1958,535,2715,4095,4095,4095,3765,4095,592,4095,2567,247,433,4095,0,4095,0
19:11:18.447 -> 323,256,433,2012,413,1080,0,2302,176,4095,0,91,332,4095,0,4095,0
19:11:18.447 -> 573,244,612,4095,4095,4095,4095,4095,3457,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.447 -> 2799,3395,4095,4095,4095,4095,4095,4095,2401,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.447 -> 3199,1054,4095,4095,4095,4095,4095,4095,2448,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.447 -> 3285,1049,4095,4095,4095,4095,4095,4095,2341,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.447 -> 3312,627,4095,4095,4095,4095,4095,4095,1799,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.495 -> 2445,2262,4095,4095,4095,4095,4095,4095,1616,4095,4095,4095,4095,4095,3203,4095,0
19:11:18.495 -> 1936,2112,3669,4095,4095,4095,4095,4095,1092,4095,3867,4095,4095,4095,2748,4095,0
19:11:18.495 -> 1825,2066,2858,4095,4095,4095,4095,4095,1070,4095,2754,3509,4095,4095,268,4095,0
19:11:18.495 -> 395,240,1526,2083,1228,145,999,2207,486,4095,0,0,259,4095,302,4095,0
19:11:18.495 -> 659,1671,727,4095,2621,3909,239,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.495 -> 2890,3481,4095,4095,4095,4095,4095,4095,2497,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.495 -> 3053,3371,4095,4095,4095,4095,4095,4095,2395,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.543 -> 3242,1046,4095,4095,4095,4095,4095,4095,2435,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.543 -> 3246,719,4095,4095,4095,4095,4095,4095,1699,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.543 -> 2567,823,3776,4095,4095,4095,4095,4095,1319,4095,4095,4095,4095,4095,3920,4095,0
19:11:18.543 -> 2123,2082,3392,4095,4095,4095,4095,4095,1137,4095,3477,4089,4095,4095,2643,4095,0
19:11:18.543 -> 2031,2033,3041,4095,4095,4095,4095,4095,945,4095,3031,3558,3729,4095,112,4095,0
19:11:18.543 -> 501,240,1310,2275,669,583,0,1987,0,4095,977,0,387,4095,311,4095,0
19:11:18.543 -> 570,1668,758,4095,2037,3266,1237,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.591 -> 2876,3475,4095,4095,4095,4095,4095,4095,2442,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.591 -> 3260,1046,4095,4095,4095,4095,4095,4095,2417,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.591 -> 3267,1045,4095,4095,4095,4095,4095,4095,2431,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.591 -> 3385,677,4095,4095,4095,4095,4095,4095,1707,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.591 -> 2640,778,3907,4095,4095,4095,4095,4095,1419,4095,4095,4095,4095,4095,2967,4095,0
19:11:18.591 -> 2127,2079,3533,4095,4095,4095,4095,4095,1090,4095,3273,4095,4095,4095,2671,4095,0
19:11:18.591 -> 1981,2005,2695,4095,4095,4095,4095,4095,858,4095,2904,3506,4095,4095,0,4095,0
19:11:18.639 -> 310,192,0,2754,1443,1292,312,1972,0,4095,1207,38,241,4095,203,4095,0
19:11:18.639 -> 643,2104,2098,4095,2349,3093,394,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.639 -> 2859,3447,4095,4095,4095,4095,4095,4095,2475,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.639 -> 3107,3110,4095,4095,4095,4095,4095,4095,2440,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.639 -> 3262,1040,4095,4095,4095,4095,4095,4095,2418,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.639 -> 3230,640,4095,4095,4095,4095,4095,4095,1691,4095,4095,4095,4095,4095,4095,4095,0
19:11:18.639 -> 2511,796,4095,4095,4095,4095,4095,4095,1248,4095,4095,4095,4095,4095,2959,4095,0
19:11:18.687 -> 2131,2080,3577,4095,4095,4095,4095,4095,1077,4095,3056,4095,4095,4095,2640,4095,0
19:11:18.687 -> 2001,2014,2858,4095,4095,4095,4095,4095,993,4095,2727,3376,4095,4095,0,4095,0
19:11:18.687 -> 238,174,696,2563,211,1604,0,2063,337,4095,289,796,662,4095,0,4095,0
